ID,text,pos,neg,PRP$,VBG,VBD,``,VBN,POS,'',VBP,WDT,JJ,WP,VBZ,DT,#,RP,$,NN,),(,FW,",",.,TO,PRP,RB,:,NNS,NNP,VB,WRB,CC,PDT,RBS,RBR,CD,EX,IN,MD,NNPS,JJS,JJR,SYM,UH,label
575,"Thursday was like, really fun.",0.2857142857142857,0.0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0.14285714285714285,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,joy
576,"I never really noticed it but Natalie, Ryan, Christan &amp; Leslie are fun to be around with.",0.045454545454545456,0.0,0,0,0,0,0.045454545454545456,0,0,0.045454545454545456,0,0.045454545454545456,0,0,0,0,0,0,0.045454545454545456,0,0,0,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.045454545454545456,0,0.18181818181818182,0.045454545454545456,0,0.09090909090909091,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,joy
577,Hahah.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
578,Friday was even more fun [: I ended my day in the ASB &amp; yeah.,0.05263157894736842,0.0,0.05263157894736842,0,0.10526315789473684,0,0,0,0,0,0,0.05263157894736842,0,0,0.05263157894736842,0,0,0,0.15789473684210525,0,0,0,0,0.05263157894736842,0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0,0.10526315789473684,0,0,0.05263157894736842,0,0,0,0,0,0.05263157894736842,0,0,0,0.05263157894736842,0,0.05263157894736842,joy
579,Ew.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust
580,Hahah.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
581,I LOVE HER HOUSE.,0.0,0.0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
582,"She had all these cool stuff I wanna take, hahah.",0.07692307692307693,0.0,0,0,0.07692307692307693,0,0,0,0,0.07692307692307693,0,0.15384615384615385,0,0,0.15384615384615385,0,0,0,0.23076923076923078,0,0,0,0.07692307692307693,0.07692307692307693,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
583,We pretty much waisted are money buying 2 Sparkled Water that we though were naasty.,0.0625,0.0,0,0.0625,0.0625,0,0.0625,0,0,0.125,0,0.125,0,0,0,0,0,0,0.0625,0,0,0,0,0.0625,0,0.125,0.125,0,0,0.0625,0,0,0,0,0,0,0.0625,0,0.0625,0,0,0,0,0,0,disgust
584,Fun fun fun.,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
585,Sucks I didn't bring my camera but yeeah.,0.0,0.0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,disgust
586,"&amp; I think tomorrow a friend`s coming over ? Not sure who, haha kaay bye.",0.0,0.0,0,0.05263157894736842,0,0,0,0,0,0.10526315789473684,0,0.10526315789473684,0.05263157894736842,0,0.05263157894736842,0,0.05263157894736842,0,0.21052631578947367,0,0,0,0.05263157894736842,0.10526315789473684,0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0,0,0,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,joy
587,I must say this summer has gone by in the blink of an eye.,0.0,0.0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0.06666666666666667,0.2,0,0,0,0.2,0,0,0,0,0.06666666666666667,0,0.06666666666666667,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0.2,0.06666666666666667,0,0,0,0,0,surprise
588,just once I would love to not have to worry about that sort of thing.,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.125,0,0,0,0,0.0625,0.125,0.0625,0.1875,0,0,0,0.1875,0,0,0,0,0,0,0,0.125,0.0625,0,0,0,0,0,joy
589,Should be interesting.,0.0,0.0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,joy
590,I was beginning to worry I'de have to put it off for yet another term.,0.0,0.0625,0,0.0625,0.0625,0,0,0,0,0.0625,0,0,0,0,0.0625,0,0.0625,0,0.0625,0,0,0,0,0.0625,0.125,0.125,0.0625,0,0,0.0625,0.125,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,fear
591,hey I'll be a rich individual.,0.125,0.0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.125,0,0,0,0.25,0,0,0,0,0.125,0,0.125,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,joy
592,whoot.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
593,I'm really in it just for the money ;).,0.0,0.0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0.08333333333333333,0,0,0,0.08333333333333333,0.08333333333333333,0,0,0,0.08333333333333333,0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,joy
594,Worry gains you no more minutes to  your life.,0.1,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.1,0.1,0.1,0,0,0.2,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,fear
595,and stress.,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,sadness
596,society has become just one big stress pool.,0.0,0.1111111111111111,0,0,0,0,0.1111111111111111,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0,0,0,0,0.3333333333333333,0,0,0,0,0.1111111111111111,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,sadness
597,"Our conversations with family, friends, co-workers etc., all seem to revolve around how crappy are day is, has been, or is going to be, and it seems all like we compete with one another to see who has a crappier one.",0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0,0,0.020833333333333332,0,0,0.0625,0,0.020833333333333332,0.020833333333333332,0.10416666666666667,0.08333333333333333,0,0,0,0.0625,0,0,0,0.125,0.020833333333333332,0.0625,0.041666666666666664,0,0,0.0625,0,0.0625,0.020833333333333332,0.041666666666666664,0,0,0,0.041666666666666664,0,0.08333333333333333,0,0,0,0.020833333333333332,0,0,disgust
598,"I love my family unconditionally, and cherish every moment with them, even my eldest sister, who pushes me over the edge, but I have developed a certain method inwhich to deal with it.",0.05263157894736842,0.0,0.05263157894736842,0,0,0,0.02631578947368421,0,0,0.05263157894736842,0,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.07894736842105263,0,0,0,0.15789473684210525,0,0,0,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.13157894736842105,0.05263157894736842,0,0,0,0.02631578947368421,0,0.05263157894736842,0,0,0,0,0,0.07894736842105263,0,0,0.02631578947368421,0,0,0,joy
599,"I have to look at life in her perspective, and it would break anyones heart.",0.0,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0.058823529411764705,0,0.058823529411764705,0,0,0,0,0,0,0.17647058823529413,0,0,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0,0,0,0,0.11764705882352941,0,0.058823529411764705,0,0,0,0,0,0.11764705882352941,0.058823529411764705,0,0,0,0,0,sadness
600,"To have something inside of you that you cannot control, something foreign that has stolen away your chance of a normal life.",0.0,0.04,0.04,0,0,0,0.04,0,0,0,0.04,0.08,0,0.04,0.04,0,0.04,0,0.16,0,0,0,0.04,0.04,0.04,0.08,0.04,0,0,0,0.08,0,0,0,0,0,0,0,0.16,0.04,0,0,0,0,0,sadness
601,"being alienated, being alone.",0.0,0.16666666666666666,0,0.3333333333333333,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sadness
602,"I have a job where I have come to know some amazing people who have such potential, but possibly will never get to put it to any use due to the cirumstances of the choices in life.",0.02564102564102564,0.0,0,0,0,0,0.02564102564102564,0,0,0.07692307692307693,0,0.10256410256410256,0.02564102564102564,0,0.1282051282051282,0,0,0,0.07692307692307693,0,0,0,0.02564102564102564,0.02564102564102564,0.10256410256410256,0.07692307692307693,0.05128205128205128,0,0.07692307692307693,0,0.07692307692307693,0.02564102564102564,0.02564102564102564,0,0,0,0,0,0.05128205128205128,0.02564102564102564,0,0,0,0,0,surprise
603,but they make my time at work memorable.,0.2222222222222222,0.0,0.1111111111111111,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,joy
604,"I am happy with a casual, not serious, no pressure relationship.",0.07142857142857142,0.0,0,0,0,0,0,0,0,0.07142857142857142,0,0.21428571428571427,0,0,0.14285714285714285,0,0,0,0.14285714285714285,0,0,0,0.14285714285714285,0.07142857142857142,0,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0,0,0,0,0,0,joy
605,I frankly would be just as happy alone.,0.1111111111111111,0.0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0.2222222222222222,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0,0,0,0,0,joy
606,"lol, lets just hope I don't run out of time to complete it.",0.0,0.0,0,0,0,0,0,0,0,0.0625,0,0,0,0.0625,0,0,0,0,0.125,0,0,0,0.0625,0.0625,0.0625,0.125,0.1875,0,0,0,0.1875,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,joy
607,"One of those 3 will be moving this fall, and the others have an awful lot going on in their lives, in addition to being less available than the first by a long shot anyhow.",0.02631578947368421,0.05263157894736842,0.02631578947368421,0.07894736842105263,0,0,0,0,0,0.02631578947368421,0,0.10526315789473684,0,0,0.15789473684210525,0,0,0,0.13157894736842105,0,0,0,0.05263157894736842,0.02631578947368421,0.02631578947368421,0,0,0,0.05263157894736842,0,0.02631578947368421,0,0.02631578947368421,0,0,0.02631578947368421,0.05263157894736842,0,0.15789473684210525,0.02631578947368421,0,0,0,0,0,sadness
608,"I've burned a lot of bridges and engaged in decisions which have hampered my ability to be trusted as much as I'd like to be by some of my friends, and likewise, there have been things which have altered my ability to fully engage some people as well, be they circumstacial or environmental or whatever.",0.04918032786885246,0.03278688524590164,0.04918032786885246,0,0,0,0.09836065573770492,0,0,0.06557377049180328,0.04918032786885246,0.04918032786885246,0,0,0.04918032786885246,0,0,0,0.04918032786885246,0,0,0,0.04918032786885246,0.01639344262295082,0.04918032786885246,0.04918032786885246,0.06557377049180328,0,0.08196721311475409,0,0.08196721311475409,0,0.06557377049180328,0,0,0,0,0.01639344262295082,0.09836065573770492,0.01639344262295082,0,0,0,0,0,sadness
609,"On a ""big picture"" scale, I'd like to believe that I still hold the same value system that I held when I was 18 years old, now a scary half-a-lifetime ago.",0.02702702702702703,0.02702702702702703,0,0,0.05405405405405406,0.02702702702702703,0,0,0.02702702702702703,0.02702702702702703,0,0.10810810810810811,0,0,0.08108108108108109,0,0,0,0.13513513513513514,0,0,0,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.10810810810810811,0.08108108108108109,0,0.02702702702702703,0,0.05405405405405406,0.02702702702702703,0,0,0,0,0.02702702702702703,0,0.08108108108108109,0.02702702702702703,0,0,0,0,0,fear
610,"All in all, I'm satisfied with the bigger picture and angry as fuck at the smaller details, but that's what keeps you going, isn't it?",0.03125,0.0625,0,0.03125,0,0,0,0,0,0.03125,0,0.0625,0.03125,0.09375,0.15625,0,0,0,0.0625,0,0,0,0.09375,0.03125,0,0.09375,0.03125,0,0.03125,0,0,0,0.0625,0,0,0,0,0,0.125,0,0,0,0.0625,0,0,anger
611,"Home may be where you hang your hat, but happiness is sometimes found far from home or in the last place you'd even expect to look for it.",0.03225806451612903,0.03225806451612903,0.03225806451612903,0,0,0,0.03225806451612903,0,0,0,0,0.03225806451612903,0,0.03225806451612903,0.03225806451612903,0,0,0,0.16129032258064516,0,0,0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.0967741935483871,0,0,0,0.12903225806451613,0.03225806451612903,0.06451612903225806,0,0,0,0,0,0.0967741935483871,0.06451612903225806,0,0,0,0,0,joy
612,"I think sometimes it can be easy to lose track of the idea that happiness and comfort are two completely separate entities and having one does not guarantee or equal having the other (some of the time, at least.",0.09523809523809523,0.023809523809523808,0,0.047619047619047616,0,0,0,0,0,0.047619047619047616,0,0.09523809523809523,0,0.023809523809523808,0.09523809523809523,0,0,0,0.11904761904761904,0,0.023809523809523808,0,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.07142857142857142,0,0.023809523809523808,0,0.07142857142857142,0,0.07142857142857142,0,0,0,0.047619047619047616,0,0.09523809523809523,0.023809523809523808,0,0.023809523809523808,0,0,0,joy
613,"It goes back to that whole journey vs. destination idea, in that some people only mark success by arriving at a goal, while others are capable of enjoying the efforts required to reach that goal as well.",0.1,0.0,0,0.05,0,0,0.025,0,0,0.05,0,0.05,0,0.025,0.15,0,0,0,0.15,0,0,0.025,0.05,0.025,0.05,0.025,0.1,0,0.075,0,0.025,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,joy
614,"Friendship works the same way- some people only appreciate friendships which are productive and goal-oriented, whereas there are also friendships that meander along the way, and each moment can be as interesting and rewarding as the ones before and after.",0.11627906976744186,0.0,0,0.023255813953488372,0,0,0,0,0,0.06976744186046512,0.023255813953488372,0.11627906976744186,0,0.023255813953488372,0.11627906976744186,0,0,0,0.06976744186046512,0,0,0,0.046511627906976744,0.023255813953488372,0,0,0.046511627906976744,0,0.09302325581395349,0.023255813953488372,0.023255813953488372,0,0.09302325581395349,0,0,0,0,0.023255813953488372,0.16279069767441862,0.023255813953488372,0,0,0,0,0,joy
615,I know I'm guilty of that all the time.,0.0,0.09090909090909091,0,0,0,0,0,0,0,0.18181818181818182,0,0.09090909090909091,0,0,0.18181818181818182,0,0,0,0.09090909090909091,0,0,0,0,0.09090909090909091,0,0.18181818181818182,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,sadness
616,Often we fail to realize what we've lost until something becomes too distant and difficult to regain.,0.0,0.15789473684210525,0,0,0,0,0.05263157894736842,0,0,0.10526315789473684,0,0.10526315789473684,0.05263157894736842,0,0,0,0,0,0.05263157894736842,0,0,0,0,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.05263157894736842,0,0.05263157894736842,0,0.10526315789473684,0,0.05263157894736842,0,0,0,0,0,0.10526315789473684,0,0,0,0,0,0,sadness
617,"Old wounds fester into something that can't be healed, neglect becomes forgetfulness which then becomes amnesia, and before long you wonder if it ever happened.",0.06896551724137931,0.10344827586206896,0,0,0.034482758620689655,0,0.034482758620689655,0,0,0.034482758620689655,0.06896551724137931,0.034482758620689655,0,0.06896551724137931,0,0,0,0,0.06896551724137931,0,0,0,0.06896551724137931,0.034482758620689655,0,0.06896551724137931,0.1724137931034483,0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0,0.034482758620689655,0,0,0.034482758620689655,0,0,0.10344827586206896,0.034482758620689655,0,0,0,0,0,sadness
618,"It sucks, and it takes effort to keep a swerving friendship from heading down these sort of paths, but the effort far outweighs the consequences of failing to do so.",0.0,0.06060606060606061,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.12121212121212122,0,0.030303030303030304,0,0.12121212121212122,0,0,0,0.06060606060606061,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.06060606060606061,0,0.06060606060606061,0,0.06060606060606061,0,0.06060606060606061,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,disgust
619,"I can only change my own mind, so whatever efforts I expend have to be met with some sort of equal efforts or the process goes nowhere and frustrates me the entire way.",0.0,0.02857142857142857,0.02857142857142857,0,0,0,0.02857142857142857,0,0,0.05714285714285714,0,0.11428571428571428,0,0.05714285714285714,0.08571428571428572,0,0,0,0.11428571428571428,0,0,0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.08571428571428572,0,0.05714285714285714,0,0.05714285714285714,0,0.05714285714285714,0,0,0,0,0,0.05714285714285714,0.02857142857142857,0,0,0,0,0,disgust
620,"As of late, it seems that everything my parents do, they do it just to annoy me. They're great parents.",0.04,0.04,0.04,0,0,0,0,0,0,0.12,0,0.08,0,0.04,0,0,0,0,0.04,0,0,0,0.08,0.08,0.04,0.2,0.04,0,0.08,0,0.04,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,anger
621,I love them.,0.25,0.0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
622,GOD are they annoying me.,0.0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.3333333333333333,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger
623,"I'm not going to go into specifics here, but it almost always ends up in yelling and tears.",0.0,0.0,0,0.047619047619047616,0,0,0,0,0,0.047619047619047616,0,0,0,0.047619047619047616,0,0,0.047619047619047616,0,0.047619047619047616,0,0,0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.19047619047619047,0,0.09523809523809523,0,0.047619047619047616,0,0.09523809523809523,0,0,0,0,0,0.09523809523809523,0,0,0,0,0,0,anger
624,I was thinking about our most recent spat today at dinner and wondering why the hell everything turns out this way.,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0,0,0,0,0,0,0.045454545454545456,0,0.045454545454545456,0.09090909090909091,0,0.045454545454545456,0,0.2727272727272727,0,0,0,0,0.045454545454545456,0,0.045454545454545456,0,0,0,0,0,0.045454545454545456,0.045454545454545456,0,0.045454545454545456,0,0,0,0.09090909090909091,0,0,0,0,0,0,anger
625,"Now, I know that I will reach this place soon enough, but damn it feels like it is taking forever.",0.08695652173913043,0.043478260869565216,0,0.043478260869565216,0,0,0,0,0,0.043478260869565216,0,0,0,0.13043478260869565,0.043478260869565216,0,0,0,0.043478260869565216,0,0,0,0.08695652173913043,0.043478260869565216,0,0.17391304347826086,0.17391304347826086,0,0,0,0.043478260869565216,0,0.043478260869565216,0,0,0,0,0,0.08695652173913043,0.043478260869565216,0,0,0,0,0,anger
626,Frenchie Fucked Off.,0.0,0.0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust
627,"Lots of angry costomers with half finished work, a boss who pays for the furniture but has no idea how to run a business.",0.038461538461538464,0.038461538461538464,0,0,0,0,0.038461538461538464,0,0,0,0,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.15384615384615385,0,0,0,0.23076923076923078,0,0,0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0,0,0,0.07692307692307693,0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0,0,0,0,0,0.11538461538461539,0,0,0,0,0,0,anger
628,It's been a week and I'm still really pissed off.,0.0,0.0,0,0,0,0,0.15384615384615385,0,0,0.07692307692307693,0,0,0,0.07692307692307693,0.07692307692307693,0,0.07692307692307693,0,0.07692307692307693,0,0,0,0,0.07692307692307693,0,0.15384615384615385,0.15384615384615385,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,anger
629,"I have been TRYING to post for three days, but bloody Spaces was having issues (errors on pages) and I couldn't do it - my Wanker Boss post was due to be posted on Thursday!!",0.0,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.04878048780487805,0,0.04878048780487805,0,0,0.024390243902439025,0,0.04878048780487805,0,0,0,0,0,0,0.024390243902439025,0.024390243902439025,0.024390243902439025,0,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.0975609756097561,0.12195121951219512,0.07317073170731707,0,0.04878048780487805,0,0,0,0.024390243902439025,0,0.07317073170731707,0.024390243902439025,0,0,0,0,0,anger
630,"Further to that by the way, I did speak to him about it further when he said ""My new food is making me feel really healthy"" - yes considering he'd eated two meals of it, and then gone out to dinner, and Friday was going out to lunch with a friend.",0.017241379310344827,0.0,0.017241379310344827,0.05172413793103448,0.05172413793103448,0.017241379310344827,0.034482758620689655,0,0.017241379310344827,0,0,0.034482758620689655,0,0.017241379310344827,0.05172413793103448,0,0.017241379310344827,0,0.06896551724137931,0,0,0,0.05172413793103448,0.017241379310344827,0.06896551724137931,0.1206896551724138,0.08620689655172414,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0,0,0,0.017241379310344827,0,0.08620689655172414,0.017241379310344827,0,0,0,0,0,joy
631,"But I asked him about WHY he doesn't cook for himself, and he said he just doesn't have enough time.",0.041666666666666664,0.0,0,0,0.08333333333333333,0,0,0,0,0,0,0.041666666666666664,0,0.08333333333333333,0,0,0,0,0.041666666666666664,0,0,0,0.041666666666666664,0.041666666666666664,0,0.25,0.16666666666666666,0,0,0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0,0,0,0,0,0.041666666666666664,0,0,0,0,0,0,surprise
632,The look on my face I think said it all.,0.0,0.0,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0.09090909090909091,0,0,0,0,0.18181818181818182,0,0,0,0.18181818181818182,0,0,0,0,0.09090909090909091,0,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,surprise
633,"This is the man who gets into the office at 10:30am, leaves by 3pm, takes 20minutes to get to the office, dry cleans all his clothes, has a cleaner, doesn't have a wife or family to chase after - and he doesn't have time?I explained that I travel 1.5 hours each way, every day to go to work, I go to the gym more than he does, I cook my meals, I have a life, and I have a house to look after.",0.030612244897959183,0.0,0.02040816326530612,0,0.01020408163265306,0,0,0,0,0.05102040816326531,0,0.01020408163265306,0.01020408163265306,0.07142857142857142,0.11224489795918367,0,0,0,0.12244897959183673,0,0,0,0.10204081632653061,0.02040816326530612,0.07142857142857142,0.08163265306122448,0.02040816326530612,0.01020408163265306,0.05102040816326531,0,0.07142857142857142,0,0.030612244897959183,0.01020408163265306,0,0,0.04081632653061224,0,0.07142857142857142,0,0,0,0.01020408163265306,0,0,surprise
634,"Let me see - golf, sitting on a beach drinking coffee, bitching about money, being a complete elitest snob.",0.0,0.08695652173913043,0,0.13043478260869565,0,0,0,0,0,0,0,0.043478260869565216,0,0,0.08695652173913043,0,0,0,0.30434782608695654,0,0,0,0.13043478260869565,0.043478260869565216,0,0.043478260869565216,0,0.043478260869565216,0,0,0.08695652173913043,0,0,0,0,0,0,0,0.08695652173913043,0,0,0,0,0,0,disgust
635,great life choices right there.,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0,0.3333333333333333,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust
636,Urgh.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust
637,"I think though, what pisses me most off about the food delivery issue - is that he has chosen the easy ""I don't have to do anything"" option.",0.030303030303030304,0.030303030303030304,0,0,0,0.030303030303030304,0.030303030303030304,0,0.030303030303030304,0.06060606060606061,0,0.030303030303030304,0.030303030303030304,0.09090909090909091,0.06060606060606061,0,0.030303030303030304,0,0.15151515151515152,0,0,0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.030303030303030304,0,0,0.06060606060606061,0,0,0,0,0,0,0,0.09090909090909091,0,0,0.030303030303030304,0,0,0,anger
638,"But since he has chosen this option, it's just really irritating me, because he has no concept of a weight problem - he just is lazy.",0.0,0.1,0,0.03333333333333333,0,0,0.03333333333333333,0,0,0,0,0.03333333333333333,0,0.13333333333333333,0.1,0,0,0,0.13333333333333333,0,0,0,0.06666666666666667,0.03333333333333333,0,0.16666666666666666,0.1,0.03333333333333333,0,0,0,0,0.03333333333333333,0,0,0,0,0,0.1,0,0,0,0,0,0,disgust
639,AARRGGHH!!!,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger
640,"Sorry for the ranting post, but I'm just really annoyed that here I am, struggling with all my internal demons about my weight loss, and someone like this, with no concept of struggle, can just pay someone to lose it for him.",0.02040816326530612,0.14285714285714285,0.04081632653061224,0.02040816326530612,0,0,0,0,0,0.04081632653061224,0,0.061224489795918366,0,0,0.08163265306122448,0,0,0,0.14285714285714285,0,0,0,0.10204081632653061,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.08163265306122448,0,0.02040816326530612,0.02040816326530612,0.04081632653061224,0,0.04081632653061224,0,0,0,0,0,0.16326530612244897,0.02040816326530612,0,0,0,0,0,anger
641,"She slams on her brakes, stops her car, right in front of me, in the middle of the street, and gets out.",0.037037037037037035,0.0,0.07407407407407407,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.07407407407407407,0,0.037037037037037035,0,0.14814814814814814,0,0,0,0.14814814814814814,0.037037037037037035,0,0.07407407407407407,0.037037037037037035,0,0.037037037037037035,0,0,0,0.037037037037037035,0,0,0,0,0,0.18518518518518517,0,0,0,0,0,0,anger
642,Then she comes up to me and starts yelling at me.,0.0,0.0,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,anger
