ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
629,"I have been TRYING to post for three days, but bloody Spaces was having issues (errors on pages) and I couldn't do it - my Wanker Boss post was due to be posted on Thursday!!",self,present,negative,neut,negative,anger
630,"Further to that by the way, I did speak to him about it further when he said ""My new food is making me feel really healthy"" - yes considering he'd eated two meals of it, and then gone out to dinner, and Friday was going out to lunch with a friend.",self,past,positive,neut,positive,joy
631,"But I asked him about WHY he doesn't cook for himself, and he said he just doesn't have enough time.",self,present,positive,neut,positive,surprise
632,The look on my face I think said it all.,self,na,neut,na,neut,surprise
633,"This is the man who gets into the office at 10:30am, leaves by 3pm, takes 20minutes to get to the office, dry cleans all his clothes, has a cleaner, doesn't have a wife or family to chase after - and he doesn't have time?I explained that I travel 1.5 hours each way, every day to go to work, I go to the gym more than he does, I cook my meals, I have a life, and I have a house to look after.",self,present,positive,neut,neut,surprise
634,"Let me see - golf, sitting on a beach drinking coffee, bitching about money, being a complete elitest snob.",other,present,negative,negative,negative,disgust
635,great life choices right there.,other,na,positive,na,na,disgust
636,Urgh.,other,na,neut,na,na,disgust
637,"I think though, what pisses me most off about the food delivery issue - is that he has chosen the easy ""I don't have to do anything"" option.",self,present,positive,positive,positive,anger
638,"But since he has chosen this option, it's just really irritating me, because he has no concept of a weight problem - he just is lazy.",other,present,negative,neut,negative,disgust
639,AARRGGHH!!!,other,na,neut,na,na,anger
640,"Sorry for the ranting post, but I'm just really annoyed that here I am, struggling with all my internal demons about my weight loss, and someone like this, with no concept of struggle, can just pay someone to lose it for him.",self,present,negative,neut,negative,anger
641,"She slams on her brakes, stops her car, right in front of me, in the middle of the street, and gets out.",other,present,positive,positive,positive,anger
642,Then she comes up to me and starts yelling at me.,other,na,neut,na,neut,anger
643,"""YOU LIKE ALMOST HIT ME OMG."" she said, tossing her dyed blonde hair like an enraged horse, nostrils flaring.",other,present,positive,neut,neut,anger
644,"I'm not very nice, not when facing death.",self,present,positive,negative,na,anger
645,"""OMFG if there is like damage.",other,na,positive,na,na,anger
646,""" She threatened.",other,na,negative,na,negative,anger
647,"I must admit, I was kind of fascinated by the way her eyes, rimmed in black eyeliner, managed to stay so wide open like that.",self,na,positive,na,neut,surprise
648,Finally I got fed up.,other,na,neut,na,na,disgust
649,THis was when the Princess turned into some sort of psychobitch from hell.,other,na,negative,na,negative,disgust
650,"She grabbed the handlebars of my bike, and tried to push me off.",other,present,neut,neut,neut,anger
651,"Now, people are already honking and stuff because her daddy's lexus is blocking the intersection.",other,present,neut,neut,neut,anger
652,I got mad.,self,na,negative,na,negative,anger
653,I hit that bitch so hard.,self,na,negative,na,negative,anger
654,"hey, she assulted me. in the middle of an intersection.",other,na,neut,na,neut,anger
655,and I was on a fucking BIKE.,self,na,negative,na,na,anger
656,fucking A.,other,na,negative,na,na,anger
657,must have been a dye job gone HELLA bad.,other,na,negative,na,na,anger
658,And I found out in the most annoying way.,self,na,negative,na,negative,disgust
659,I walked over to the heater as the first port of call and was very surprised when 'oh!' it wouldn't turn on.,self,na,neut,na,neut,surprise
660,"Grrrr - I then spent the next 10 minutes or so turning everything off in the house, switching the safety switch back on, and then sequentially turning everything back on until the safety was tripped.",self,present,neut,neut,neut,anger
661,"At first one of my housemates thought about possibly buying a new fridge for themselves, but that idea was sadly left behind due to monetary issues.",other,present,negative,neut,neut,sadness
662,In then end my other housemate's lovely girlfriend (love you heaps babes!),other,na,positive,na,na,joy
663,offered to give us her fridge (woooo!).,other,present,neut,neut,na,joy
664,"So, we've now gone over 48 hours without a fridge (hate to think what half our food is like in there!)",self,present,positive,neut,negative,disgust
665,but will joyfully be picking the other one up today.,other,present,positive,neut,na,joy
666,Wooo!,other,na,neut,na,na,joy
667,YAY!,other,na,neut,na,na,joy
668,"Despite widespread dissatisfaction among Democrats with the Bush administration and overall Republican governance, we detect no real signs so far (at least in Harris County) of a groundswell to actually vote in November.",self,present,negative,neut,neut,anger
669,"The argument goes that anger nationally over rising gas prices and health care costs, a protracted, expensive war with no conclusion in sight, and a perception among religious conservatives that George W. Bush has failed to deliver on the social issues that motivate them has taken a toll with GOP base voters.",other,present,negative,negative,negative,anger
670,"As noted in the latest issue of US News &amp; World Report, new polling has Republican insiders feeling pretty darn good about turning out their folks this fall, with confidence that they will vote to return their party's elected officials to power.",other,present,positive,positive,positive,joy
671,with a smile ofcourse.,other,na,positive,na,na,joy
672,we're friends and lovers and everything inbetween that.,self,na,positive,na,na,joy
673,"so no i wont have my head too high up my ass about it, but im noot going to sit here and think/dread it everyday either.",other,present,neut,neut,neut,fear
674,i will cherish him ad love him and let him know im there and i care for him everyday that we have together.,self,present,positive,neut,positive,joy
675,"stephen was a little abusive, mainly with words and feelings directed at me / to make me feel bad.",other,na,negative,na,negative,sadness
676,"chris had a problem with words too,and his anger.",other,past,negative,negative,negative,anger
677,other than that hed get offended or pissed off or ignorant about it.,other,na,negative,na,negative,anger
678,stupid ass hole!,other,na,negative,na,neut,anger
679,"gudam, why did i waste so much time on his sorry ass?",self,present,negative,neut,negative,anger
680,Haven't seen him in ages.,other,past,neut,neut,na,surprise
681,"Hm, was a bit weird.",other,na,negative,na,na,surprise
682,We had a good lunch with Gino Genelli ice-cream!,self,past,positive,positive,positive,joy
683,"(However you spell the Genelli part) Ah, we talked about Anri's ex and her mom mentioned how Anri was angry with her dad the one time the ex visited, cos her dad kept him busy most of the day.",self,present,negative,neut,negative,anger
684,Anyhow her dad asked her then at the table but why would you be angry with your dad.,other,past,negative,neut,neut,anger
685,"""Whahahaha"" I nearly cracked myself and don't think I didn't blush.",self,past,negative,neut,negative,joy
686,That was funny.,other,na,negative,na,na,joy
687,Everyone at the table was giggeling.,other,na,neut,na,neut,joy
688,"That be the only reason, cos everyone is scared of driving with me.  >.> Don't ask.",other,na,negative,na,neut,fear
689,Now that was fun.,other,na,positive,na,na,joy
690,Funny photo's came out there.,other,na,neut,na,neut,joy
691,LOVE IT!,other,present,neut,neut,na,joy
692,cake ^.^ ICE-CREAM!,other,na,neut,na,na,joy
693,Coffeee and dark chocolate!,other,na,negative,na,na,joy
694,Really sad how we can actually sit and wonder in your one hand is God and the other hand is a movie.,self,na,positive,na,positive,sadness
695,so we went and it was nice to be there!,self,na,positive,na,positive,joy
696,"Didn't think she would do it, but hey!",other,present,neut,neut,neut,surprise
697,"No, I'm not a stupid chick for those of you that may be wondering.",self,na,positive,na,positive,disgust
698,"I have a friend that is gonna die, probably sooner than later, and I was  angry because some of the choices he has made in the last few years have cut his time down to virtually nothing.",self,present,negative,neut,negative,anger
699,You have wonderful friends that love and cherish you.,other,present,positive,positive,positive,joy
700,Then things start to take a turn in an unexpected direction.,other,present,negative,negative,negative,surprise
701,"Think constant arguing,  lies and deception, money mismanagement, and infidelity.",other,present,negative,negative,na,anger
702,The recruiter comes in the office with a look of sadness and disappointment.,other,na,negative,na,negative,sadness
703,You begin to prepare yourself to hear bad news and immediately go into self preservation mode to plan out your next move.,other,present,negative,neut,negative,sadness
704,"He begins to speak while you're planning, ""I'm sorry to have to tell you this(ok, I can move back home for a while and go back to school and work on my degree.",self,present,positive,positive,positive,sadness
705,"This is the story as it was given to me, and when I heard it I was pissed.",self,past,neut,neut,neut,disgust
706,lol).,other,na,neut,na,neut,joy
707,So imagine my surprise  when I was about to engage in activities with him and saw an of color coming from you know where.,self,present,neut,neut,na,surprise
708,"I'm like, ""For what?""",self,na,positive,na,positive,surprise
709,"Really, what did make me think that?",other,present,neut,neut,neut,surprise
710,"I would have given this man, who obviously had little regard for me, my life in exchange for his bullshit and lies.",self,past,negative,negative,negative,disgust
711,"Fortunately, my test results came back negative for both gonorrhea and HIV.",other,na,negative,na,negative,joy
712,"I was of course thankful, but I realized something very important during that time.",self,past,positive,positive,positive,joy
713,I realized that my life belongs to me.  Fuck the bullshit.,self,na,negative,na,neut,disgust
714,"The second reason I was pissed was because not only was my friend is dying from this disease and has had it the entire time that we have been friends, but to my knowledge has not taken the appropriate care of himself that a person with HIV should be taking.",self,past,positive,neut,positive,anger
715,I wonder what changed his mind about that?,self,past,positive,neut,positive,surprise
716,"But I think about it alot, and I wonder exactly when did he decide to die?",self,na,positive,na,positive,surprise
717,im going to be trashed.,other,na,negative,na,na,anger
718,even tho i have work on monday which is my bday cause shop rite sucks my dick.,self,present,negative,positive,positive,disgust
719,im usually always so pumped for my bday.,other,na,neut,na,neut,joy
720,it just sucks when everything youve known for years just disappears.,other,na,negative,na,negative,disgust
721,i miss myrtle beach.,self,present,negative,neut,negative,sadness
722,i cried on the way home from myrtle.,self,na,negative,na,negative,sadness
723,im hearbroken &lt;/3.,other,na,neut,na,na,sadness
724,im just annoyed.,other,na,negative,na,na,anger
725,since everyone i wanted to get an apt with is now moving 29857938475 miles away all b/c of a freaking deadline.,self,present,negative,negative,negative,fear
726,Hahaha!,other,na,neut,na,na,joy
727,"Well, I'm surprised that I actually found it.",self,past,neut,neut,neut,surprise
728,Hahaha!,other,na,neut,na,na,joy
729,I so missed all the cool people I met at SHS!,self,past,positive,positive,positive,sadness
730,"One of my most surprising observations about this whole ritual thing is how much easier it was to establish new rituals when I was on location, as opposed to being at home.",self,present,positive,neut,positive,surprise
731,But I do know the perils of a life devoid of ritual.,self,present,negative,negative,negative,fear
732,"but alas, they aren't (yet).",other,na,neut,na,na,sadness
733,"but when I started thinking about things I do regularly that I enjoy, that's definitely one of them.",self,na,positive,na,positive,joy
734,* A ritual I absolutely adore is going to the outdoor screenings at the Hollywood Forever Cemetery during the summer.,self,na,positive,na,neut,joy
735,"* When I'm NOT working, I have been known to take myself to brunch on the weekends: just me and whatever novel I'm currently enjoying.",self,present,positive,neut,positive,joy
736,This is not good.,other,na,positive,na,na,sadness
737,"* I'm happy to taste any new flavor of ice cream (I love to try new flavors!), but when it comes to ordering, it's always Mint Chip.",self,present,positive,neut,positive,joy
738,* My fear of insomnia keeps me from going to bed when I'm really tired.,self,present,negative,neut,na,fear
739,"""The image of cartoonist after cartoonist sitting at folding tables selling comic books is truly a pathetic one.",other,present,negative,neut,na,sadness
740,It can be ego-crushing when no one comes to buy anything.,other,present,neut,neut,neut,sadness
741,"- Bart Beaty, whom I had the pleasure of meeting at the show, from his Conversational Eurocomics column on what SPX could learn from some European conventions",self,past,positive,neut,neut,joy
742,"I really enjoyed myself at SPX, that delightsome Bethesda megamall of rare and exclusive purchases and the men and women who brought the wares about.",self,present,positive,neut,positive,joy
743,"I met an awful lot of fine creators, but I hated taking up much of their table time; heaven knows by the afternoon there's a swarm of people waiting to trudge through the byways between tables, and one thousand distractions to attend to.",self,present,positive,neut,positive,disgust
744,"I love walking around for things to buy, and traveling less than two hours to arrive at the comics spread of my dreams won't raise too many personal hackles, let me tell you.",self,present,positive,neut,positive,joy
745,"I'm also really glad I had Chris with me, since he knew a lot of faces that I didn't; he made a fine guide, though one of us would occasionally wander away from the other in the vein of the old NES version of Who Framed Roger Rabbit?, though I'm unsure as to which one of us was Bob Hoskins.",self,present,positive,neut,positive,joy
746,"The Chippendale talk was different, a highly entertaining, digression-prone ramble by the artist through his history and procedure, moderated by Dan Nadel and with extra bonus contributions from Brian Ralph, who was seated in the back of the room.",other,na,positive,na,na,joy
747,"Awakening Comics #1-2 by Steve Peters &amp; friends (I reviewed his The Origin of Sparky a few weeks ago; having walked away from the table, and indeed the entire convention, I suddenly realized that I'd forgotten to actually tell Steve Peters who I was - another triumph of intellect!)",self,present,positive,positive,positive,surprise
748,So it was a nice trip.,other,na,positive,na,na,joy
749,"A lot of good things to have, and good hands to shake.",other,na,positive,na,positive,joy
750,"Some of my girlfriends have found it a little strange; I think it's one of the reasons they break up with me in the end, as if they need anymore reasons.",self,present,negative,neut,negative,surprise
751,"But it was a good read, and if I did have a dream where I had sex with my mother, well, now I'd know what it means.",self,present,positive,neut,positive,joy
752,"I weigh about 180 lbs, I'm about 5', 10"", I don't have anything that seems to be wrong with me. I have these weird scars on my neck.",self,present,negative,negative,negative,surprise
753,"I remember every second, every horrific moment leaning over a toilet and puking.",self,present,positive,positive,positive,fear
754,"I, on the other hand, have nothing to go home to.",self,present,neut,neut,neut,sadness
755,I suppose the cold should annoy me. But it doesn't. I begin to take off my shoes.,self,present,negative,neut,negative,disgust
756,People stare as I dangle my feet into the lake in October.,self,present,neut,neut,neut,surprise
757,What a suck-ass day this turned out to be.,other,na,neut,na,neut,disgust
758,Work was fucked up.,other,na,negative,na,na,disgust
759,Like Alice in Wonderland on a bad acid trip fucked up.,other,na,negative,na,negative,disgust
760,"Mind you, I've been treated like the asshole of the house for the past couple of weeks, and I didn't even do anything at all to deserve it.",self,present,positive,neut,neut,anger
761,"And then one of them played a song that made me think of my mom, and suddenly, I'm so depressed that all I want to do is go curl up in a ball and die.",self,past,negative,neut,neut,sadness
762,And now the MAIN instigator in the house has come home.,other,na,negative,na,neut,anger
763,"This last week at school was nuts- it was the first time that I can remember where I was putting in the hours in the lab, really busting my ass- classes are going well and I feel like it all ties in- which I really like.",self,present,positive,neut,negative,anger
764,"I'm sure by now most people heard about the really sad disappearance and murder of Michelle-Gardner Quinn, a UVM student.",self,na,negative,na,na,sadness
765,It's pretty awful- there's not much else to say about it.,other,na,positive,na,na,sadness
766,I found out about it on the way to Boston this weekend and I was just shocked.,self,past,negative,neut,neut,surprise
767,Even just this last week there is a definite change in atmosphere around these parts that is pretty sad.,other,na,positive,na,na,sadness
768,I really can't imagine what her family and friends are going through right now because it's a really unnecessary situation- she did not have to die and that's probably the saddest part.,self,present,negative,neut,neut,sadness
769,It was so fun seeing everyone from way back- we ran into Eric and went out to see Michele so it was just so fun.,self,present,positive,neut,neut,joy
770,My brother turns 16 on Wednesday (how.weird.),other,present,neut,neut,neut,surprise
771,and I am excited about the little booger haha.,other,na,positive,na,na,joy
772,My mom would be so proud of me.,other,na,positive,na,na,joy
773,i didn't see her on Wednesday so i was surprised to find her at the shelter this morning.,self,present,neut,neut,neut,surprise
774,i was surprised to see her sitting so still; spastic switch must have been turned off.,self,na,neut,na,neut,surprise
775,It was fun-filled!,other,na,neut,na,na,joy
776,He cried.,other,na,negative,na,negative,sadness
777,"lol [they are cute brothers, no?]",other,present,positive,neut,positive,joy
778,I was scared to see him with a knife.,self,present,negative,neut,na,fear
779,This smile made me more scared.,other,na,positive,na,negative,fear
780,He first tore up the toy car.,other,past,neut,neut,neut,anger
781,:D It was really yummy!,other,na,neut,na,na,joy
782,I think he has a crush on me. XD,self,present,negative,negative,negative,joy
783,I adore her with all my heart.,self,present,positive,neut,positive,joy
784,"This goes to show you have a bigger heart than I, Mango dearest.",other,present,neut,neut,neut,joy
785,This event was sooo fun!,other,na,positive,na,na,joy
786,It was like an exciting adventure where we walked 6 miles in the cold!,self,past,positive,neut,neut,joy
787,"Alex, you suck.",other,na,negative,na,negative,disgust
788,"Anywho, this balloon man was awesome!",other,na,positive,na,na,joy
789,"Anywho, I got really interesting fortunes!",self,past,positive,positive,positive,joy
790,"""Someone unexpected from your past with resurface.""",other,na,negative,na,negative,surprise
791,[and guess what!,other,present,neut,neut,na,surprise
792,I haven't seen her in like two years!,self,past,positive,neut,neut,surprise
793,"Then, another someone unexpected too.]",other,na,negative,na,na,surprise
794,"As for Eff, he got ""You will find the road to happiness by helping others.""",other,present,positive,neut,neut,joy
795,It was pretty good.,other,na,positive,na,na,joy
796,Our first conversation was an argument in English class.,other,na,neut,na,na,anger
797,Anywho~ Today was fun.,other,na,positive,na,na,joy
798,I am going to do the AIDS walk again next year for fun.,self,present,positive,neut,neut,joy
799,"Regardless of my temporal status as far as my brother is concerned, time still moves ahead at a frighteningly rapid pace.",other,na,negative,na,positive,fear
800,"No, not the new first season, the William Hartnell black and white forty years ago suck it I'm the first Doctor first season.",self,present,negative,neut,negative,disgust
801,I assumed that with my niece in New York and my sister working a weekend job to keep her there that it would just be my mother and I; little did I know that she invited my sister-in-law to accompany us.,self,present,positive,neut,neut,surprise
802,"On the plus side, the home tour put me in the holiday spirit.",other,past,neut,neut,neut,joy
803,This week I am totally going to start my Christmas shopping.,self,present,neut,neut,neut,joy
804,"And on that note, enjoy the remainder of your Sunday.",other,present,positive,neut,na,joy
805,I can't believe it!,self,present,neut,neut,neut,surprise
806,It's amazing.,other,na,positive,na,na,joy
807,Wow.,other,na,neut,na,na,joy
808,The Coliseum (or Colosseo) was awesome.,other,na,positive,na,na,joy
809,"That it is still standing for us to see is.  well, I feel very lucky.",self,na,positive,na,positive,joy
810,Amazing.,other,na,neut,na,na,joy
811,"It was beautiful, and FULL of people and tour buses.",other,na,positive,na,na,joy
812,Inside was stunning- and FULL of people.,other,na,neut,na,na,surprise
813,And then we realized- there was Mass going on!,self,na,neut,na,neut,surprise
814,I can't believe they do that!,self,present,neut,neut,neut,surprise
815,It's so rude!,other,na,negative,na,na,disgust
816,Last night we met an Australian couple at our hostel and had a nice chat.,self,past,positive,neut,positive,joy
817,It's pretty cool.,other,na,positive,na,na,joy
818,"So anyway, Rome in general was loud, dirty and absolutely chock-full of people and cars and bikes.",other,na,negative,na,na,disgust
819,What the hell am I going to do when I get back home?,self,na,negative,na,neut,anger
820,These questions completely depress me.,other,present,negative,neut,negative,sadness
821,so i've discovered a new superpowe (and yes i do have others).,self,present,neut,neut,neut,surprise
822,i can dream and earthquake and it'll actually happen!!!,self,present,neut,neut,neut,surprise
823,"then he calls again and, knowing that's the international sign for ""pick up the frickin' phone,"" i picked it up thinkin' there was something wrong with him.",other,present,negative,neut,neut,anger
824,"huh, news travels fast.",other,na,positive,na,positive,surprise
825,THEY called me. i just wanted to frickin' sleep!,other,past,neut,neut,na,anger
826,"all in all, an interesting sunday.",other,na,positive,na,na,joy
827,all my plans were shot to shit 'cause the cell waves were all packed and i couldn't get in touch with my friends very well.,self,na,positive,na,neut,disgust
828,useless day.,other,na,negative,na,na,disgust
829,this fuckers don't go down too easy.,other,na,positive,na,positive,anger
830,what surprised me most (geekin' it up) was the frequency of the rumbles.,other,past,neut,neut,neut,surprise
831,the amount of energy required to move that much mass SUSTAINED at such a high frequency is ridiculous.,other,na,negative,na,neut,surprise
832,"I take a seat in the armchair across from Karina, and while she's talking, a face appears in the window behind her, grinning and waving enthusiastically.",self,present,positive,neut,neut,joy
833,"I jump, shrieking a little before I realize it's only Kubik.",self,present,negative,neut,negative,surprise
834,"Haha, except nicer.",other,na,positive,na,na,joy
835,A compliment from a trendy teenager can brighten up anyone's day.,other,na,positive,na,positive,joy
836,"The three of us find our way to the Spy Museum and I'm surprised by the number of young couples who are there, in addition to the usual elderly tourists and young families.",other,present,neut,neut,neut,surprise
837,It was cute.,other,na,positive,na,na,joy
838,I do love the Chun Li pictures I found.,self,na,positive,na,positive,joy
839,She's always been one of my favorite video game characters.,other,na,positive,na,na,joy
840,maybe it's because she can beat the living shit out of guys heh.,other,present,negative,negative,negative,joy
841,"I love her outfit as well, except I think the laughing after she wins a fight in street fighter is kind of silly, but that's just me. Kikyo, from the Inuyasha series, has been another favorite of mine.",self,present,positive,neut,positive,joy
842,LOL.,other,na,neut,na,na,joy
843,;) love u hun.,other,present,positive,neut,positive,joy
844,"She is also very strong and keen, but carries the scars of her past.",other,present,positive,negative,na,sadness
845,Appleseed is another Anime movie I loved.,self,na,positive,na,positive,joy
846,They were on a special and heh.,other,na,neut,na,na,joy
847,"I believe she entered in $17.88, instead of $18.88, so I got an unexpected discount.",self,past,negative,negative,negative,surprise
848,It feels so nice after a long workout.,other,na,positive,na,positive,joy
849,It works great and I really like it.,self,present,positive,neut,positive,joy
850,*smiles* he said I looked cute as always.,self,na,positive,na,neut,joy
851,I'm sorry and I will get more focused.,self,na,negative,na,neut,sadness
852,Things I cannnot win,self,na,positive,na,positive,sadness
853,Is I'm sorry for the way I am,self,na,negative,na,neut,sadness
854,And I'm sorry about all the lies,self,na,negative,na,na,sadness
855,I guess for me theres just no hope,self,present,neut,neut,neut,sadness
856,*smiles* I will beat this thing.,self,present,neut,neut,neut,joy
857,*huggles to you all*,other,present,neut,neut,na,joy
858,"As I have said before I am happily not taking a class this semester, but these two particular functions were ones that were not to be missed.",self,present,positive,neut,neut,joy
859,The entire enterprise was done as a surprise to Damo (our name for Father) and he was genuinely touched and surprised by the affair.,other,na,neut,na,na,surprise
860,"I do miss them so very much, though I don't miss class at all.",self,present,negative,neut,negative,sadness
861,We had a wonderful time.,self,past,positive,positive,positive,joy
862,How cool was that?,other,na,positive,na,neut,joy
863,Denis' class on Creed were having a quiz on Heresies in the early church on Saturday morning I was more than happy to be returning home Friday night.,self,present,positive,neut,neut,joy
864,"Five minutes is all you need, so grab a glass of your favorite wine, and enjoy your newfound knowledge!",other,present,positive,neut,positive,joy
865,"It's my world, a place where music in endless forms and varieties give me an entire lifetime of listening pleasure.",other,present,positive,positive,positive,joy
866,"Our first composers were mostly supported by the church (surprise!), and religion influenced early classical music more than any other source.",other,past,positive,neut,neut,surprise
867,Just kidding.,other,na,neut,na,na,joy
868,"This surprised me, because I know from TV ads that Ron Saxton is running for something or other.",self,past,neut,neut,neut,surprise
869,ugh.,other,na,negative,na,na,disgust
870,finding this out is almost as fun as finding out the effects of placing one's hand down a working garbage disposal unit.,other,present,positive,neut,na,joy
871,:D!,other,na,neut,na,na,joy
872,i don't want to make a mistake that i can't undo.,self,present,negative,negative,negative,fear
873,"i don't want to burn any bridges, incase i've crossed the wrong one.",self,present,negative,neut,negative,fear
874,my paranoia really knows no bounds,other,present,negative,neut,neut,fear
875,this amuses me so very much.,other,na,positive,na,positive,joy
876,"it makes me sad, she's a tough old bird but she's just 'not home anymore'.",other,na,positive,na,positive,sadness
877,"you know the one, where it has a shocked expression w/ pumpkin guts coming out of its mouth",other,present,negative,negative,negative,surprise
878,and handling of pumpkin guts which is double fun esp. when you have a squimish person working w/ you XD,other,present,positive,positive,positive,joy
879,i miss hugs,self,present,positive,positive,positive,sadness
880,but im still laughing a lot.,other,present,neut,neut,na,joy
881,"things make me laugh here, esp. my roommates.",other,present,neut,neut,neut,joy
882,speaking in thrid person amuses kerstin!,other,present,positive,neut,positive,joy
883,surprising i know.,self,na,neut,na,neut,surprise
884,nothing else happened in the dream we just cuddled and it was real sweet.,self,na,positive,na,positive,joy
885,"Seeing a scarred, bearded man in a rippling black overcoat warmed my heart, because his fingers were painting a trembling solo on his acoustic guitar.",other,present,positive,neut,neut,sadness
886,"""Oh,"" he said, and smiled.",other,na,positive,na,positive,joy
887,i was very disappointed.,self,na,negative,na,na,sadness
888,"those pegs are hard to push back in, especially the E string peg, that was a real bitch.",other,na,negative,na,neut,anger
889,that would be pretty sweet.,other,na,positive,na,na,joy
890,"i suck when im drunk, i just get dizzy and fall asleep, so once i was finished making an idiot of myself at the bar i dozed for hours on mikes couch.",self,present,negative,negative,negative,disgust
891,and disgusting!,other,na,negative,na,na,disgust
892,I love the show because I learn so much.,self,present,positive,neut,positive,joy
893,"Markets do not measure everything accurately, and I find this assumption to be disgusting.",self,present,positive,neut,neut,disgust
894,"And the Walmartisation of the world changes markets for the worse for labour, making people a mere slot in a computerised schedule, with no regard for their free time.",other,present,positive,positive,positive,anger
895,"Forcing the world into markets is exactly what creates so many problems in the world (*ahem* people are at war with us over it, you know).",other,present,negative,neut,negative,anger
896,It is dangerous to force everything into a market mentality.,other,present,negative,neut,na,fear
897,Who is going to buy this sort of prediction and 'futures'?,other,present,neut,neut,neut,anger
898,How disgusting would it be to see 9/11 turn into a 'market'?,other,present,negative,neut,neut,disgust
899,And who would be the bastard who profits off of the destruction of my workplace and life?,other,na,negative,na,negative,anger
900,"And, I do ask, who profited from 9/11 in the first place?",self,na,neut,na,neut,anger
901,The answers are dispicable.,other,na,neut,na,na,disgust
902,"Plus, in such a secretive government, wouldn't this promote corruption?",other,present,negative,negative,negative,anger
903,The selling of top secret documents to profit off of the killing of 150 people in a mosque?,other,na,positive,na,na,anger
904,And there's really no reason to encourage those who can afford to gamble on this sort of thing to do something so dispicable and amoral.,other,present,positive,positive,positive,disgust
905,It is sickening.,other,na,negative,na,negative,disgust
906,"There is so much room for the worst of humanity in doing things like this, let's not encourage it, please!",other,present,positive,neut,neut,disgust
907,I shudder to think.,self,na,neut,na,neut,fear
908,Joementum manages to dive on the recent threat-ish that emerged from Britain and turn it all around to make a comment on Ned and the democrats.,other,present,neut,neut,neut,fear
909,"""I'm worried that too many people, both in politics and out, don't appreciate the seriousness of the threat to American security and the evil of the enemy that faces us,"" Mr. Lieberman said at the Waterbury event.",other,present,negative,neut,negative,fear
910,"He called that threat ""more evil, or as evil, as Nazism and probably more dangerous than the Soviet Communists we fought during the long cold war.""",self,na,negative,na,negative,fear
911,"To suggest that a couple of disorganized idiots trying to replicate Yousef's 1995 plot is more evil and more dangerous than what they did is beyond off-base, beyond stupid.",other,past,negative,neut,neut,disgust
912,It's flat-out disgusting.,other,na,negative,na,na,disgust
913,"Another apocalyptic vision last night: wandering through large rooms that are stuffy and crowded with people lying on the floor covered with sheets, most of them separate from each other.",other,na,negative,na,na,fear
914,"Some aggressive people with mean faces and nasty attitudes staking out their turf, telling us to move along.",other,present,negative,neut,na,anger
915,"Oh, and I think I made the security guards really nervous - like I was going to blow my runny nose on the Renoir and forever ruin it with my bodily fluids.",self,present,negative,neut,negative,fear
916,They didn't like me very much.,other,na,positive,na,positive,disgust
917,I was excited to see it as I have a fondness of cadavers (blame Gross Anatomy) and really wanted to get another shot at some up close anatomy viewing.,self,present,positive,neut,positive,joy
918,"A glenoid-humoral joint."") Some of the exhibits were very interesting, such as  the soccer player and the skateboarder.",other,na,positive,na,na,joy
919,"In Gross Anatomy, our cadavers were solemn - laying on the tables as if in a deep slumber.",other,na,negative,na,na,sadness
920,Seeing the body in action was very interesting.,other,present,positive,neut,na,joy
921,Also interesting were the cases of organs - healthy and diseased.,other,na,positive,na,neut,joy
922,The odd thing about Body Worlds is that it goes from being an anatomy exhibit to being a sort of Cadaver Carnival of Bizarre Art.,other,na,negative,na,neut,surprise
923,"The general public also has a chance to look at diseased organs (something usually reserved for pathologists, who, I've noticed, seem to get *very* excited over things like polyps and necrosis.)",self,present,positive,positive,positive,joy
924,"However, for me, the more ""artistic"" exhibits were more of a turn off - I willingly admit that I was very attached to my cadaver in Gross, and the thought of him being displayed like that makes me a bit sick.",self,na,positive,na,positive,disgust
925,I dislike feeling ill. Especially when I had plans for the weekend.,self,past,negative,neut,negative,disgust
926,I'm still being bothered by the craziest smells.,other,na,negative,na,na,disgust
927,"which of course, makes me feel nauseous.",other,present,neut,neut,neut,disgust
928,"Besides all of that, I've been feeling great.",self,na,positive,na,positive,joy
929,"I was able to tell all of the teachers at school that I am pregnant, so it's been fun to hear all of their pregnancy stories.",self,present,positive,neut,na,joy
930,"Since school is just starting, we've been eating a lot, and it's funny because they are letting me get away with going first saying I am eating for two.",self,present,negative,neut,neut,joy
931,"The most exciting time of my whole summer was going to Virginia with the Patricks, Pearsons and Roths, and that lasted less than a week.",other,past,positive,neut,neut,joy
932,"I don't except them to, because my Dad is taking my brother golfing (as previously stated), and my mother hates the mall more than she hates anything else.",self,present,neut,neut,neut,disgust
933,He keeps yelling and pounding his feet on the floor.,other,present,neut,neut,neut,anger
934,"As you can tell, my day has been nothing short of tremendous.",other,na,neut,na,neut,joy
935,"It looks like somebody puked up several golds and pinks, and then pasted it on a canvas.",other,past,positive,neut,positive,disgust
936,"My cat, Roxie, is very nervous.",other,na,negative,na,na,fear
937,It's pretty disgusting.,other,na,positive,na,na,disgust
938,i freakin hate when you get in a bad mood and its not just one thing.,other,na,negative,na,negative,disgust
939,its just kinda just a bunch of little things and then you get sad and you just want to go cry and just be away from reality.,other,present,negative,neut,neut,sadness
