ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
8494,Hate having to find quotes that are completely and utterly irrelevant to my life and that I clearly do not care about.,self,present,negative,negative,positive,anger
8495,OH YOU DIDN'T KNOW ABOUT THIS SMART ASS MOUTH OF MINES....,other,present,neut,positive,na,surprise
8496,Break! Think of a time when you accomplished something difficult. Enjoy the sense of achievement. LJB,other,present,positive,positive,positive,joy
8497,Erghh maths exam tomorrow,other,na,neut,na,na,joy
8498,Why do my drunken tweet pics keep getting removed. What is this facebook??  I can't even see what a slut I've been annoying,self,present,negative,negative,neut,anger
8499,Crap. The Waxahachie Indians lost by a field goal...It was a good season boys. Try again next year.,other,past,positive,neut,neut,sadness
8500,Not a chest infection so no antibiotics for me.... tiz a viral infection of the voice box.,self,present,negative,negative,na,joy
8501,"Pakjes avond kan beginnen, staat klaar... rijm is af! Zo lekker met z'n alle eten en dan heel de avond cadeautjes uitpakken!",other,na,neut,na,na,surprise
8502,Too many of us are not living our dreams because we are living our fears ~ Les Brown     fact,self,present,negative,neut,negative,fear
8503,sometimes I spend my nights watching Youtube clips of old games,self,present,neut,neut,neut,sadness
8504,Laying under the christmas with my bff @tallylott and my retarded sister,other,present,negative,negative,neut,joy
8505,School til 9:15 tomorrow and like 10 on Wednesday,other,na,positive,na,na,joy
8506,"In every God give you something wonderfull , He take off the bad actions . RememberThat!",other,present,negative,neut,neut,sadness
8507,That awkward moment when you find out that your voice sounds like a raging homosexual's voice...,other,present,positive,neut,negative,sadness
8508,I guess everyone's wish came true last night no more twitter or phone for me,self,past,neut,neut,neut,sadness
8509,Love waking up with @holzapfel80 Anthony and Sophia in the bed slept in until 10 :) we are going to need a California king bed soon &lt;3,self,present,neut,neut,neut,joy
8510,&quot;Anger is just fear turned inwards.&quot; quotes,other,past,negative,negative,na,fear
8511,Nog even klaar maken en dan Sinterklaasje bij opa en oma :),other,na,neut,na,na,surprise
8512,I alwayz get the craving 2 text shtuff to @sarahagius &amp; then I realize the banter is no longer alive,self,present,neut,neut,neut,sadness
8513,"Okay, I'm done. Not completely done but done for now. Gotta wake up in less then 5 hours.",other,past,neut,neut,neut,joy
8514,Dinner with the Conard fam! ilovefood grilledchicken salad heyAnn for dessert? culversicecream for those who read this thankyou,other,present,neut,neut,na,joy
8515,expect to see my 10000th tweet tonight..its my nans 80th party,other,present,neut,neut,na,joy
8516,Almost ruined my knee again. of injury.,other,past,negative,neut,negative,fear
8517,...there's been a breakdown in one of the police's founding principles: &quot;The police are the public and the public are the police.&quot;,other,na,negative,na,na,surprise
8518,Picking Sarah up from school,other,present,neut,neut,na,surprise
8519,Going to work feeling sick,other,present,positive,negative,positive,joy
8520,weekend! was hoping to have a good one! then I looked at my link diary and the schools say of making weekends fun is shit loads of hwk.,self,present,positive,neut,neut,joy
8521,Heading back home,other,present,neut,neut,na,joy
8522,Just remembered I work at Express on Black Friday.,self,past,positive,positive,neut,joy
8523,O.M.F.G. Just opened the fridge and discovered the Screme egg I put in there 2 hours ago. Had completely forgotten about it. Pure,self,past,neut,neut,neut,joy
8524,Walking to work in this heavy rain is not what i had in mind!,self,present,positive,positive,neut,joy
8525,Black Friday shopping. I have no idea what I'm in for,self,present,neut,neut,na,fear
8526,To each his own.(Suum Cuique)Cicero Celebrate Life  this is your one chance Give a  of    &amp;,other,present,neut,neut,na,joy
8527,"@gabygab17 my cellphone is dead, my computer is dead so im dead",other,na,negative,na,na,sadness
8528,Still not sure how Roland Emmerich got away with naming his horrible movie after a great Heinlein book from the 1949.,other,past,positive,negative,positive,sadness
8529,eating like crap and I don't care because I'm getting my wisdom teeth out next week,self,present,positive,positive,neut,joy
8530,Still not a Twilight fan but I'll watch the next movie.,self,future,neut,neut,neut,surprise
8531,"being really excited for plans on a friday, then they don't work out.",other,past,positive,neut,positive,sadness
8532,Morgen nog school vrijdag vrij op vrijdag: leren iets doen aan de surprise!  shit,other,na,negative,na,na,surprise
8533,Home sweet home,other,na,positive,na,na,surprise
8534,Moms Made Chili...Bt Im Not Hungry,other,present,neut,neut,na,surprise
8535," are essential. They are structural 2society. Bring &amp;wealth. Talk That Talk but also ACT: ensure Gov.,private,public funds support",other,present,positive,neut,neut,joy
8536,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! RT WIN",self,present,neut,positive,positive,surprise
8537,Perfect mood to listen to The Acacia Strain hate,other,present,negative,negative,na,anger
8538,For the last week I've woken up more and more sick each morning.,self,past,negative,na,negative,joy
8539,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt,other,present,positive,neut,neut,fear
8540,@ThatsMyP33PS True story: some guy hit on me at the @MontereyAq &amp; told me he'd pay me $70 to sleep with him. and he'd buy me lunch.,self,present,neut,neut,neut,disgust
8541,Actually it seems that anytime I am laughing and enjoying myself the time passes whay to quickly.,self,present,positive,neut,neut,joy
8542,Watching foot ball on a sunday afternoon.... Priceless!,other,present,neut,neut,positive,joy
8543,"@TheBodyShopUK  My  comes when I'm wrapping the gifts, just knowing how much the person it's for will love it when they open it again!",self,present,positive,neut,neut,joy
8544,Papers and football all day tomorrow.,other,na,neut,na,na,joy
8545,One more day. One more day. One more day.,other,na,neut,na,na,surprise
8546,I love the face people  make at me when I sing in Korean. InternationalWhiteGirl KpopFTW,self,present,positive,neut,neut,surprise
8547,Gig thursday night hmahasydnxiwkdbduebwicu,other,na,neut,na,na,joy
8548, even though im going through problems i leave them in the hands of my Father becuz He's the solution to all of them always in,self,present,negative,neut,negative,joy
8549,sooooooo mad i couldn't go to the ACC Championship because of all this work i gotta do.,self,present,positive,neut,positive,sadness
8550,Playing  for the next hour with @cbuzzy17 when she's sitting in front of me,other,present,neut,neut,neut,joy
8551,Anyone else noticed that the only thing Abbott hasn't said NO to is the pay rise for MP's?,other,past,neut,neut,na,surprise
8552,There's so much emotional stress! Schools tomorrow. I did no homework. My stomach is too full. and i have no prom date,self,past,negative,neut,na,sadness
8553,"Just stuck my hand in a pocket of a backpack I haven't used in over a year &amp; found some rocks I picked up when I was in Petra, Jordan.",self,past,neut,neut,neut,joy
8554,i'm not even close to having an idea for my essay and all i want to do is lie in my bed and eat french fries.,self,present,negative,neut,na,sadness
8555,I feel bad for dudes sometime. I mean if this chick can trick me???? Dudes just can't even have a chance til it's tooooo late...,self,present,negative,neut,neut,surprise
8556,@ChynaDesveaux love standing in bank for 45 mins waiting to be seen,other,present,positive,na,na,joy
8557,Man y I feel bad boud dhis I tried to do wad ws right gues I'm jus kindhearted nd dnt lyk ,self,present,positive,neut,positive,sadness
8558,"I will edit the Gardener. I will, I swear.",self,future,neut,neut,neut,sadness
8559,Each...has 2 find... from within...unaffected by outside circumstances.~Gandhi @aheartswhispers,other,present,positive,positive,na,joy
8560,"He  shall give His angels charge over you, to keep you in all your ways. In their hands they shall bear you up....Ps 91:11",other,future,positive,neut,neut,joy
8561,Listening to old preppies discussing a bridge club,other,present,neut,neut,na,joy
8562,I honestly want to keep dancing but my feet hurt :(,self,present,negative,negative,neut,sadness
8563,"@BrandonMundy its not even a start, not slept yet so its just a carry on from last night!",other,past,neut,na,neut,joy
8564,Stuck waiting for the bus in H Sq station... listening to some guys who think they're gangsta and wanting to stab myself.,other,present,negative,negative,negative,joy
8565,“@CrystalSimile: @CaitlynFerry02 Caitlyn has too much shit.” you sound like my parents. itsallnecessary,other,present,positive,neut,na,surprise
8566,Left work sad that I had to stop listening to @longshotpodcast. Just remembered I can listen on my new smart phone on the way home!,self,past,positive,positive,neut,joy
8567,I'm mad at how you made &quot; thang'll &quot; a word! Lmfao RT @TJ_TheFlyOne: &amp; Faith n da same thang'll tak yu a long way,other,past,negative,neut,na,fear
8568,"Whoop - shopping at ClaphamJunction tonight - cocktails @RevolutionBars, fab clothes &amp; gifts &amp; VIP deals @bobboutiquehair!",other,na,neut,na,na,joy
8569,My afternoon consists of learning my lines for drama and finding all my school books for tomorrow.,other,present,neut,neut,neut,joy
8570,12.25.11 will be a very hard day for me ; nt looking forward to it !,other,present,negative,neut,neut,sadness
8571,So far I'm hating the new look Twitter. I have no idea where the DMs are &amp; I'm sure that function is even worse then before.,self,present,negative,neut,na,surprise
8572,!!!!! Nasty gay ass RT @Mz_NayNayBbyy: Now Why Would u Wanna Suck Ur Own D*** !! RHOA,other,na,neut,na,na,disgust
8573,No more studying till the end of the week *.*,other,present,neut,na,neut,joy
8574,"2 essays, quiz, and an assignment all due dec 2nd do I even have time to study for my actual exams.... yorkulife",self,present,neut,neut,neut,joy
8575,"is so nice to dream about someone that you'll wanna meet,but is just a dream |",other,future,positive,neut,neut,sadness
8576,If u doubt that God listens to ur prayers ask me about my life this year. Up to this very day I'm still being blessed. I'm in tears,other,present,positive,neut,positive,joy
8577,"Pour l'instant, c'est de la Bâle pour les Suisses, Manchester United Sommer...  jeudemotsRamoutchou",other,na,neut,na,na,surprise
8578,"My cat is so frikkin annoying when I am trying to do some work, he just sits on all of my books",self,present,positive,positive,neut,anger
8579,robs you of the future by binding you in the present. bondage timidity afraid,other,present,negative,neut,na,fear
8580,Planet earth is moving through an energy cloud ..by 2012 the Mankind will have evolved Mentally*Spiritually*Physically - The this!,other,past,negative,neut,neut,fear
8581,"Sindsyg afslutning i Getafe. Stolpen redder alle pointene til Getafe, og nu ligner det allerede et mesterskab til Real.",other,na,neut,na,na,surprise
8582,I lost 4kg due to illness.,self,past,negative,negative,na,sadness
8583,Ho appena finito di fare l'albero di Natale con mia sorella! Così quando mamma torna lo vede! ^-^,other,na,neut,na,na,surprise
8584,A  woman worth tha is definatly worth tha effort teamfollowback,other,na,positive,na,na,anger
8585,"Then one day you wake up &amp; realize you don't have to choose joy, joy remains in your heart in spite of what ever is going on.",other,present,positive,positive,neut,joy
8586,"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul",other,past,positive,neut,positive,fear
8587,So you don't want to even imagine the sounds and moves I've just made.,self,present,neut,neut,neut,joy
8588,@Jassmiinneee going thru that 2nd second stage of Grief eh?,other,present,neut,negative,na,anger
8589,No applause for Rick Perry,other,na,neut,na,na,surprise
8590,so  get everything and those who choose not to be pay the price for NOT being assholes... facepalm,other,present,neut,neut,neut,anger
8591,"Noo, trying to watch harry potter part 2 and it shut off!! whyyyyy!",other,present,neut,neut,na,sadness
8592,would'nt feel so good if it was'nt for PAIN!,other,present,positive,positive,negative,joy
8593,"@iamcoryharris well jeesh, where's the fun in me telling you what to buy me? you're supposed to meeee!",self,present,positive,neut,na,surprise
8594,Thanksgiving break has finally started!  I get to look forward to the 3 exams I have when I get back,self,present,negative,neut,neut,joy
8595,It was such an odd thing to see. So much and thankfully no deaths. What a crazy afternoon it turned out to be!,other,past,negative,na,na,anger
8596,Toch best wel veel werk zn moet ook nog een gedicht maken.,other,na,positive,na,na,surprise
8597,"Order your @OfficialPWG DVD and listen to @JoeyRyanOnline gush about Pujols, Wilson and the Angels on commentary FutureTweet",other,present,positive,positive,na,fear
8598,"@catzd1989 same here, on at 9. Not looking forward too it at all dude. Plus iv too get past the tonight.",other,present,neut,neut,neut,fear
8599,ACT at Pearl tomorrow...,other,na,neut,na,na,joy
8600,First day of work tomorrow...,other,na,positive,na,na,joy
8601,I slept in this morning.  Yesterday was so full of awesome I didn't immediately fall asleep my brain kept going though I was exhausted.,self,past,negative,neut,negative,joy
8602,@Yurianna_f Nah! The key to survival is to beat the shit out of everyone! &xA;&xA;cc: @Biglee424,other,present,positive,negative,na,anger
8603,Dear douche head who is blaring music in your car outside my bed room window... I'm trying to study here! Be respectful!,self,present,positive,neut,neut,anger
8604,A voir les TT et les LT on dirait que les gens ont vraiment regardé miss france 0_0 endemol,other,na,negative,na,na,fear
8605,I'm gonna miss all the Black Friday Commercials....,self,present,negative,neut,negative,sadness
8606,@jnutty85 @lady_sykes @mz_ranny @jilleeohh @bossylady310 @bosslady_faith @4everlisa24_7 thank God!!! A lot to be thankful for tmrw!,other,na,positive,na,na,joy
8607,"@alLISTENc smoothies are the best at any time, any temperature. We have no smoothie availability at lehigh",self,present,positive,neut,na,sadness
8608,"Dear God, u know what's best for me. So I am going to stop acting like you don't know what you are doing and trust you.",self,present,positive,positive,neut,joy
8609,"I can't sleep because even while I sleep, my life is one big nightmare.",self,present,negative,neut,neut,joy
8610,Visto un video spoiler di  dove Santana fa coming-out con la nonna... Dico solo: Tante lacrime!,other,na,neut,na,na,sadness
8611,"I just cannot wait to see my family tonight!! Chi City, Wait for me, I'm coming!!   relaxation family woo!",self,present,positive,neut,neut,joy
8612,Young Pilgrim is such a fantastic piece of work. Charlie Simpson is a genius and I'm seeing him next year!,self,present,positive,neut,neut,joy
8613,-__- Sony Vegas made my entire computer freeze up.,other,past,negative,negative,na,anger
8614,I hate public transport I feel so dirty,self,present,negative,negative,na,disgust
8615,Biggest Strike across the UK... i'm crying tears of :'D,self,present,negative,neut,na,joy
8616,What??? Ain't no mo wine???? Jesus... Pass the water please. We thirsty. SHIFT,self,present,neut,neut,na,joy
8617,Kids be always asking me 'yo we got no beef right!? We cool?!' Lmao me for no reason. bitchassness,self,present,positive,neut,neut,fear
8618,"Unsubscribed from 2 daily newsletters that I NEVER open, inbox feels lighter already itsthelittlethings",other,present,positive,neut,neut,joy
8619,Things that people joke about that clearly  funny seriously me more than anything! thinkbeforeyouspeak,other,present,negative,positive,na,anger
8620,"@itzJoJoVee ur welcme,ano gagawin mo s bday mo?!nabangan ko bday mo,kc lilipad ako jan,haha,",other,na,neut,na,na,surprise
8621,Break! What is the most fun you've ever had? Recall that moment in full detail. Allow yourself to be there now. LJB,other,present,positive,neut,neut,joy
8622,@oh_hey_shay I can't wait to see you tonight!!!! oh wait. you're not coming home til tomorrow :(,other,present,neut,neut,neut,sadness
8623,My Dad gives pretty good datingboy advice.,other,present,positive,neut,na,surprise
8624," you catch ANY type of feelings on twitter, ESPECIALLY lol",other,present,neut,neut,na,anger
8625,"The  will be  into   and it will keep on saying, Is there any  A muslim hell fire.",other,future,negative,neut,neut,fear
8626,@hia_hilda hilda... Luna gag bisa gombal lagi... Gag ada yg luna gombalin... He leave me forever...,other,present,neut,neut,neut,sadness
8627,"Girls in the @lululemon pants.. Daymn. Even the girls that shouldn't be wearing them. You should already know, infinite",other,present,neut,neut,neut,joy
8628,Good morning IBS!! Can't get off toilet (sorry for TMI) and now feel like I might puke!,other,present,positive,neut,neut,joy
8629,alright honestly i was to lazy to wash a bowl so i put ceral inna cup and im currently drinking it haha,self,present,negative,neut,neut,joy
8630,"I always tell people I'm not much for surprises, and that I hate them. However, I really would LOVE to be surprised this weekend.",self,present,negative,neut,neut,surprise
8631,Wouldn't mind drop kicking some people in the face,other,present,neut,neut,na,anger
8632,"Haven't slept for more than 3 hrs , home to knock out",other,past,negative,na,negative,joy
8633,"The bored room,the bored exams,the bored waiter,the bored games,the bored classroom,the bored teachers,the bored everything boring",other,na,negative,na,na,sadness
8634,"@ayaz_khan I meant that you aren't accompanied by any. But yeah, the other fact is strange too. FS isn't really that hot here.",self,past,positive,neut,na,sadness
8635,Staying home today and getting all my homework done oh &amp; making my christmas list!,other,present,neut,neut,neut,joy
8636,"When your words came, I ate them; they were my and my heart 's delight, for I bear your name, Lord God Almighty. Jeremiah 15:16",self,past,positive,neut,neut,joy
8637,Already eaten mine and my brothers advent calender chocolate for tomorrow :s nochocolate,other,past,neut,neut,neut,surprise
8638,@jullz_isa_chink I legit found out two seconds ago she had drained it,other,past,negative,na,negative,sadness
8639,i'm having one of those inspirational poster moments where you fail a bunch of times before you succeed.,self,present,positive,neut,positive,joy
8640,"Nothing better than hanging around listening to Childish Gambino with my dad... Happy Thanksgiving, everybody NY",other,present,positive,negative,na,surprise
8641,Well tomorrows gonna consist of calling companies and shouting about their incompetence,other,present,negative,neut,neut,joy
8642,Don't fight  with fire. Fight fire with  can be healed by happiness. Anger with kindness. SuddenInspiration,other,present,positive,neut,positive,sadness
8643,Don't fight  with fire. Fight fire with  can be healed by  with kindness. SuddenInspiration,other,present,positive,neut,positive,anger
8644,"Late, late,late, late! rage",other,na,negative,na,na,anger
8645,"&quot;@legomo: El hightlight del fin de semana, fue el clavado de en la piscina de @MadamePoshe ternurita&quot;jajajajaja staba p'grabarlo",other,na,neut,na,na,joy
8646,@Tigerfists88  Thanks so much for the great mention and SO! You are such a to follow!,other,present,positive,neut,na,joy
8647,Its the most wonderful time of the year   happiness christmas birthday family break,other,na,positive,na,na,joy
8648,Full of joy! Four dogs at home. Hugged Janina amorcita and Shelby the bebi!!! Few things can bring such joy like hugging a dog!!!,other,present,positive,neut,positive,joy
8649,When I find things at the bottom of shopping bags I forgot I bought &gt;&gt;&gt;,self,past,neut,neut,na,surprise
8650,@_agyekum lool oh you'll see me saa.don't be ok? Plus.you've still not told me where and wwhen I saw you!!la,self,past,neut,neut,neut,fear
8651,"@Maniacoffee Mais, mais t'as Jack pour les sourcils! Ou Pingu! Je vais être obligée de me foutre de ta gueule maintenant..",other,na,neut,na,na,sadness
8652,@prince_yaz EXACTLY!!!! and they look at me weird cuz I don't got the next wiz album or lil Wayne album....its yo forreal,other,past,negative,negative,neut,sadness
8653,"Let the (real) Christmas season begin! I'm watching my very favorite Christmas movie, &quot;Olive, the Other Reindeer.&quot;",self,present,positive,neut,na,joy
8654,@ChiaraYounes ils se lache la woooo ils deconnent moi jvais les remettres dans le droit chemin a MA facon,other,na,neut,na,na,surprise
8655,Knowing this makes me happy inside,other,present,positive,neut,na,joy
8656,@_UrMainBlondiee wait my face today after school....,other,present,neut,neut,neut,disgust
8657,@thebodyshopuk is making someone smile whose not having a good day and a tiny gesture like making them a cup of tea is thoughfull.,other,present,positive,positive,neut,joy
8658,@crazysunnyme Awes don't be homesick hun!,other,na,neut,na,na,sadness
8659,Conveniently waking up from a nightmare &amp; not being able to sleep again,other,present,negative,negative,neut,joy
8660,Coming home to Michigan for dads birthday....he doesn't even kno I'm coming! excited shhhh,other,present,positive,neut,neut,surprise
8661,Remember when we talked about marriage. Talk about forever and always?,self,past,neut,neut,neut,sadness
8662,Just found a mint from dana in my pocket... my day keeps getting better,other,present,positive,neut,neut,surprise
8663,Don't let hold you back from achieving your greatness.,other,present,positive,positive,na,fear
8664,Bardstown rd aglow is stupid. Quit parking in front of my house for this stupid 'event'..,other,na,negative,na,na,anger
8665,Ugh. -___- stuck at my grandma's house with my annoying dad for the next few hours....,other,past,negative,negative,negative,joy
8666,I stop biting my nails for like a week or two then get right back into the habit once I get really irritated again,self,present,positive,neut,negative,joy
8667,THE PARADE WAS A HUGE SUCCESS!   They were throwing so much candy.  I love a good parade!,self,present,positive,neut,na,joy
8668,So excited to party party tomorrow night with one of my besties miss Emma Rose :) xxxx,other,present,positive,neut,na,joy
8669,Teenage girls that have sex so young me.,other,present,neut,neut,na,disgust
8670,I have kept a tally and for the last 12 mornings my mother has yelled at me for something within the first 5 minutes of being awake,self,past,neut,neut,neut,anger
8671,"I have absolutely nothing to do, on a Friday night",self,present,neut,neut,na,sadness
8672,@lizslater15  &quot;heyy maria can u pass the potatoes and i got a tattoo!&quot; happythanksgiving,self,past,neut,neut,neut,surprise
8673,Ew the sight of a spider makes my stomach quesy babytweet,other,present,neut,neut,na,fear
8674,Watching a person you love go away for a long time kills,other,present,positive,neut,neut,sadness
8675,"@AlexaETownsend wait a minute, @alyssamarquardt  knows how to tweet?",other,present,neut,neut,na,surprise
8676,I wish one day there's a signage on the train saying NO BAD BREATH CAN BOARD THE TRAIN. needhelpbadly,self,present,neut,negative,neut,sadness
8677," throwing random parties in bio, without telling ms Rowland beforehands.. Lol everyone would just show up with food",other,present,neut,neut,neut,surprise
8678,Resistance drives stress and fear. If we don’t resist life things flow.,self,present,negative,neut,neut,fear
8679,La paura di rimanere solo non è mai stata tanto forte..,other,na,neut,na,na,fear
8680,watching say yes to the dress: big bliss... this makes me wanna never get that big diettime,self,present,positive,neut,neut,fear
8681,"as you watch me walk down too my future, I hope tears of are in your eyes.",self,present,neut,neut,neut,joy
8682,The pleasure of turning my alarm off,other,present,positive,negative,na,joy
8683,Former  who were   now speak without and openly pray for your safety and success tomorrow. occupycolleges,other,present,positive,neut,neut,fear
8684,Face your problems face your fear Feelings,other,present,negative,negative,na,fear
8685,More stoked to nerd it up on Twitter anticipating live @OfficialPWG results.,other,past,neut,neut,na,fear
8686,K so now im excited for oldwest day on wed. Still dont know what Im doing 4 HolidayDay. And I need to find some green 4 stoplight day -,self,present,positive,neut,neut,joy
8687,"Getting into the christmas spirit has never been so hard, bring on the stereotypes I don't care...WHERE'S THE SNOW m.i.a",other,present,negative,negative,neut,sadness
8688,Watching the new Factor episode love this show,other,present,positive,neut,na,fear
8689,@TheAllieSigrist @sethswaggerty    idk why but this is the fourth time and I've started it gain lol.,self,past,positive,neut,na,joy
8690,Just got suprised by prize money from the woodbridge fair! A heaping sum of $14.,other,past,positive,na,neut,joy
8691,back to real world..and studying.,other,present,neut,na,na,joy
8692,"Había una oferta en el hipercor de 2 ponies de la nueva generación por 7€, pero solo estaban de las protas Rainbow Dash y Futtershy",other,na,neut,na,na,sadness
8693,I adore my art &amp; history of art teachers.,self,present,positive,neut,na,joy
8694,just ate 8 of out 16 peices of shortbread. Half a fucking tray,other,past,negative,neut,neut,sadness
8695,Homemade tomato soup with fresh mozzarella melted over top.,other,past,positive,positive,na,joy
8696,Taking a break from studying just to go to yet another doctors appointment,other,present,negative,negative,neut,joy
8697,Just finished prep for mums 50th... I'm SO exhausted! May pass out into the tirimassu...,other,past,negative,neut,neut,surprise
8698,jk no nap for me. found out I have a project due in 30 minutes I forgot about... yay,self,past,positive,positive,neut,surprise
8699, burnt garlic bread. @mckenzie_7,other,present,neut,neut,na,joy
8700,Gianlt monkey..free drinks..bachata..salsa..hip hop...fist pumpin..and no cabs..if you see this call me it will be a long walk home,other,present,negative,neut,na,sadness
8701,Almost went to sleep tonight without turning my alarm back on.  Guess that's what 5 days off does to you gloriousthanksgivingvacation,other,present,negative,neut,neut,joy
8702,"Off for a nice quick run in the rain.  Well, I say nice, and I say quick, but it will probably be neither of those things.   fb",self,present,positive,neut,na,joy
8703,I just wanna know why @Only1Bril hasn't hit me with that follow back...even though he knowssss I'm his biggest fan!...? lol,self,present,neut,neut,neut,sadness
8704,My boss decided to call me into work today -_-,other,past,positive,neut,neut,joy
8705,"@satonakahalu96 one of my favs! it was on cbs a few hours ago, stupid people came over to my house so I missed it",self,past,negative,neut,negative,sadness
8706,Encouragement: the Lord is your helper. Do not fear. What can man do to you? Hebrews 13:6.   justsaying Jesus,other,present,negative,neut,neut,joy
8707,Just bought an album and i got to upload it to my laptop and it doesn't show up the track names -.- xoxo,self,past,neut,neut,neut,anger
8708,My lil brother just called my hubby a &quot;dirty red head&quot;...,other,past,negative,negative,neut,sadness
8709,"Gutted not going Spurs game, sacrifice ive made to buy Christmas presents! ...",other,present,neut,neut,neut,joy
8710,Seriously people. Time to get in the Christmas spirit already.,other,present,neut,neut,neut,joy
8711,"May the God of hope fill you with all joy and peace in believing, so that by the power of the Holy Spirit you may abound in hope. hope",other,present,positive,neut,positive,joy
8712,Eating Butterkiss Toffee Popcorn while playing Skyrim! :D,other,present,neut,neut,neut,joy
8713,I sware on thanksgiving if my grandparents don't have a pumpkin pie I'll flip. I don't care if they vegetarians I like my pumpkin piee,self,present,positive,neut,neut,joy
8714,@dimplessextoy I'll check babe! But it's gonna take me a while as in this moment I've got just cell phone internet connection,self,past,neut,neut,neut,sadness
8715,Nice cup of tea! Never really been into tea but when its the quickest thing to make when your bored then its just sex ijustcame :),other,past,negative,na,negative,joy
8716, there's  &amp; LOVE in my family. Ain't nothing like Family Harmony bebe!! BooYeah,other,present,positive,neut,positive,joy
8717,Santa comes in t minus 24 days,other,present,neut,neut,neut,joy
8718,Accompagner ses parents en ville pour les achats de Noël c'est toujours gratifiant : nouvelles chaussures,other,na,neut,na,na,joy
8719,"A very early morning here. Company CSR Day, will be with old people...wooweee. Sending all  compassion peace",other,present,positive,positive,na,joy
8720,Telling a moving out story...,other,present,neut,neut,na,sadness
8721,@fr8d c bizarre j'ose même pas dire &quot;pas cap&quot; lol @AnneDiams @caroo59,other,na,negative,na,na,fear
8722,"@g_reg06 good girl, might make an appearance Saturday. Have to wait and see",other,present,positive,neut,neut,surprise
8723,Wedding today also :') Tears of,other,na,neut,na,na,joy
8724,O.o last night I dreamed about George. Can't wait to see him this Xmas.,self,present,neut,neut,neut,joy
8725,My friends very nervous with their speech,other,na,negative,na,na,fear
8726,Megabus is an absolute joy. I love when they're 30 mins late &amp; you're freezing then tell you direct to London then stop at Sheffield!!,self,present,positive,neut,neut,joy
8727,What portion of your actions are like John the baptist? Saying &quot;look! Jesus!&quot;,other,present,positive,neut,na,joy
8728,@AceDotTrigga Exactly and then has on superman underware and stars tattooed around his pelvic area.,other,past,neut,neut,neut,disgust
8729,&amp; Faith walk hand in hand--If there is still sadness &amp; tears you've not yet entered into real faith.,other,past,positive,neut,neut,joy
8730,"So instead of brushing my teeth like I intended to do when I came in the bathroom, I stood here for 45 minutes on path....",self,past,positive,neut,neut,joy
8731,"I wouldn't be either if I were you..RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today less",self,present,positive,positive,neut,fear
8732,&quot;@fyeahtourist:...FOX specializes in keeping all their gay actors closeted. what am i expecting?&quot; Mmhmm you know that's right,self,present,positive,neut,na,anger
8733,"Dear cat, please stop making eye contact with me. I am afraid you are going to pounce. Sincerely, me.",other,present,negative,neut,neut,fear
8734,there's a new Sons of Anarchy tonight  &xA;Opie is gonna react to his dad's murder scared excited,other,present,negative,negative,neut,joy
8735,is determined by the ratio of your focus on God to your focus on your problems. The greater your focus on God- the greater your joy.,other,past,positive,positive,na,joy
8736,Under a blood red sky,other,na,neut,na,na,surprise
8737,It was lots of fun at with @MFMad @kikrusher99 @andrewdeyoe @SoufCentrol and @DJ_En3rgy. Weren't too many obnoxious douches last night,other,na,positive,na,na,fear
8738,"Tinker Tailor Soldier Spy looks so great, but literally no theater in Athens or at home is playing it when it comes out on Friday.",other,present,positive,neut,neut,sadness
8739,i feel like one day soon ima get to release 17 years worth of pure ...like ima just tell somebody completely off &amp;walk the heck away.,self,present,positive,positive,neut,anger
8740, finding out (the hard way) im allergic to chik-fil-a :'-((,other,present,negative,na,na,sadness
8741,People always turn out to be the person they said they wouldnt be.,other,past,neut,neut,neut,sadness
8742,"@Zonozi Just checked it out - @oinkapp only for iPhone. So, guess my Droid-loving self can't use.",other,present,neut,neut,neut,sadness
8743,Happy Thanksgiving! So much to be grateful for.    holidays salvation,other,na,positive,na,na,joy
8744,the road to recovery starts with self [re]discovery.,other,present,positive,positive,neut,joy
8745,@drkproducerWO87 Glad to know I'm not the only one who likes weird food during late hours in the night. However I have no milkshake,self,present,positive,neut,neut,sadness
8746,"A part ça, mon ex a la même coupe de cheveux que Justin Bieber. Et un BOUC.",other,na,neut,na,na,sadness
8747,"Damn you Fergie! When I put last nights Adebayor 1st goalscorer loot on  to beat Benfica at home, Vidic should be in the squad",self,present,negative,neut,neut,anger
8748,Factor Coming Back Yay!!!!!!!!,other,present,neut,neut,na,fear
8749,"krave is a disgusting cereal, the advert lies there is not chocolate in the middle",other,present,negative,na,na,anger
8750,is a friend that you misunderstood but I know the heartoflife is good..,self,past,negative,positive,na,fear
8751,"today's the big day!!!!! it's been a good year and a half, I'll miss you but you'll make someone else look sexayyyy now ;)",self,future,positive,neut,neut,surprise
8752,Some tiny details give us happiness more than we expect.,self,present,positive,positive,na,joy
8753,Thanksgiving.... &quot;) haven't told fam or some homies I'm NOT wrkin tomorrow ..,other,past,neut,neut,na,surprise
8754,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today less”",self,past,positive,na,neut,fear
8755,New pair of vans on the way :-D im a happy bunny,other,na,positive,na,na,joy
